target	H3K27ac	H3K27ac	H3K27ac	H3K27ac	H3K36me3	H3K36me3	H3K36me3	H3K36me3	H3K4me1	H3K4me1	H3K4me1	H3K4me1	H3K4me2	H3K4me2	H3K4me2	H3K4me2	H3K4me3	H3K4me3	H3K4me3	H3K4me3	H3K79me2	H3K79me2	H3K79me2	H3K79me2	H3K9ac	H3K9ac	H3K9ac	H3K9ac	H3K9me3	H3K9me3	H3K9me3	H3K9me3	H4K20me1	H4K20me1	H4K20me1	H4K20me1	H3K27me3	H3K27me3	H3K27me3	H3K27me3	Methylation	Methylation	Methylation	Methylation
type	wa	ea	wr	er	wa	ea	wr	er	wa	ea	wr	er	wa	ea	wr	er	wa	ea	wr	er	wa	ea	wr	er	wa	ea	wr	er	wa	ea	wr	er	wa	ea	wr	er	wa	ea	wr	er	wa	ea	wr	er
RP11-38L15.3_ASO_G0231187_02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2264750298379115	1.4835848076272373	0.11447375741385779	0.1497925824560227
RP11-395B7.4_ASO_G0227053_03	8.859820991167322	6.943515968777179	-0.0	0.16916006621495275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.312764457432461	8.837457877270124	0.42926382871611	0.22350866694229787	0.0	0.0	0.0	0.0	26.887580061154964	50.19238624092761	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	2.9661695251604594	-0.0	-0.0	0.0	0.0	0.0	0.0
RP11-395B7.4_ASO_G0227053_04	3.1157385078816167	2.4749069074916803	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.598520196113144	0.6853666949996089	-0.0	0.42099780934847353	0.0	0.0	0.0	0.0	6.683549423747515	19.666387345351115	-0.0	0.9931634602496004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-398K22.12_ASO_G0229852_03	4.194534561724779	1.148838778638569	0.08766566586167415	0.5230619274069787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-398K22.12_ASO_G0229852_05	4.408601127591231	-0.0	-0.0	0.7262117916052122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-417E7.1_ASO_G0223485_01	44.529250353081515	61.51127117942816	14.682326136650682	6.384841624979536	2.358069162617717	-0.0	-0.0	-0.0	56.36187965507894	2.3768923764318353	12.065346119096846	-0.0	0.0	0.0	0.0	0.0	38.954245246475026	2.4887803805456663	5.309773630938983	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-417E7.1_ASO_G0223485_AD_04	5.130217905081072	20.72583064918981	-0.0	0.6180411486467497	0.0	0.0	0.0	0.0	5.914060570987371	4.614419341752726	-0.0	-0.0	0.0	0.0	0.0	0.0	14.682907462261447	1.991745327747561	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-458D21.1_ASO_G0233396_07	9.336641191636602	0.16458169102654718	0.4700587455978902	28.08252665393002	0.8625596894114069	2.4196481621315318	-0.0	-0.0	3.3846033574713776	184.67984877229014	-0.0	0.40762423502295037	0.0	0.0	0.0	0.0	124.4392112313282	106.27022306561194	9.049743924173184	36.054534912537946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.25125860581684	14.90244231869591	27.26049610467589	-0.0	0.0	0.0	0.0	0.0
RP11-539L10.3_ASO_G0251580_AD_05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6449562625926619	4.0628083170548175	0.8223302998235998	-0.0	-0.0	3.664048087861142	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-545E17.3_ASO_G0223478_03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8140638957028538	5.126778976108662	0.08319373781240712	0.6167759271468424	1.5037395045198796	4.858044543025651	9.738527797779994	1.6376355155227522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-54A9.1_ASO_G0257219_09	0.0	0.0	0.0	0.0	1.8059497587733753	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5749401406770205	-0.0	-0.0	-0.0	1.841893189944515	0.40014223234617907	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-54A9.1_ASO_G0257219_AD_05	1.790766867238698	1.1238171601865563	0.08766566586167415	0.21204807398302522	2.602171947275177	-0.0	-0.0	-0.0	2.1680772604970175	0.2031975274663844	0.05576287419962949	-0.0	0.0	0.0	0.0	0.0	1.8167892588977166	0.05171056099207077	2.1520276342737827	-0.0	1.9499643274056933	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-65J3.1_ASO_G0233901_04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6740377827974549	0.20239806281173345	0.14194004739046223	0.1497925824560227
RP11-65J3.1_ASO_G0233901_05	-0.0	1.463846074843381	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9785180124347048	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	9.257255274569792	1.04016451337511	-0.0	-0.0
RP11-660L16.2_ASO_G0254682_02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23030013217478604	4.048656537903936	0.8223302998235998	-0.0	0.7560209778394343	12.188755778225547	0.14081510121965823	0.2652284777394843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-834C11.4_ASO_G0250742_AD_05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0463615612221293	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP13-463N16.6_ASO_G0242147_05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14128168428653504	2.7224475449597367	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP13-463N16.6_ASO_G0242147_07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0720558829663411	24.56484047707125	38.274410449913	21.823805413237167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP3-510D11.2_ASO_G0234546_07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0419304445347031	-0.0	2.4839782326700153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP6-109B7.3_ASO_G0241990_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64846551170422	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SBF2-AS1_ASO_G0246273_02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.000996519810941	26.74437633052614	-0.0	-0.0	-0.0	3.7601338539765004	-0.0	-0.0	0.0	0.0	0.0	0.0	0.9029163085816391	3.1023005462214144	0.11059305189821676	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8326110701506886	2.3808530149514384	-0.0	0.4427596933785245	0.0	0.0	0.0	0.0
SERTAD4-AS1_ASO_G0203706_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1653243524770276	15.786959441941548	3.403628352752908	6.044530631490465
TMCC1-AS1_ASO_G0271270_09	5.125173724636198	0.6850012338097338	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	3.6585835380712908	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.761498006998854	37.32671560282698	0.11349856576571196	0.04425673521605661
WDFY3-AS2_ASO_G0180769_08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3405610959694112	0.37994658675879256	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8925120628194148	-0.0	-0.0	-0.0
ZNF674-AS1_ASO_G0230844_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2909341720651425	6.108057098688252	0.11447375741385779	0.1497925824560227
